FECHA_CORTE;ITEM;ANIO;MES;FEDERACION;PATERNO;MATERNO;NOMBRES;PAD;NIVEL;MONTO;PAIS;DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO;FECHA_PUBLICACION
20241130;26;2013;201301;ATLETISMO;ENRIQUEZ;PRADO;EUDELIA CARMEN ROSA;I;V;600;PERU;LIMA;LIMA;SAN ISIDRO;150131;20241213
20241130;27;2013;201301;ATLETISMO;ESCOBAR;QUICHCA;EVELYN MARGOT;I;IV;800;PERU;JUNIN;HUANCAYO;CHILCA;120107;20241213
20241130;28;2013;201301;ATLETISMO;FRANCIOSI;TOVAR;GIULIANA MARIA;I;IV;800;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;29;2013;201301;ATLETISMO;FU;PAREDES;JESSICA DIANA;I;V;600;PERU;LIMA;LIMA;CHORRILLOS;150108;20241213
20241130;30;2013;201301;ATLETISMO;GUTIERREZ;POZO;JOSUE MAURICIO;I;V;600;PERU;LIMA;LIMA;LA VICTORIA;150115;20241213
20241130;31;2013;201301;ATLETISMO;INGA;QUINTO;CHARO PATTY;I;IV;800;PERU;JUNIN;HUANCAYO;HUANCAYO;120101;20241213
20241130;32;2013;201301;ATLETISMO;MACHACUAY;HUAMAN;RAUL CESAR;I;IV;800;PERU;JUNIN;HUANCAYO;HUANCAYO;120101;20241213
20241130;33;2013;201301;ATLETISMO;MARTINEZ;CHIROQUE;ANDY STEVEN;I;IV;800;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;34;2013;201301;ATLETISMO;MAUTINO;RUIZ;PAOLA;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;35;2013;201301;ATLETISMO;MC FARLANE;OLAZABAL;JAVIER ARTURO;I;III;1000;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;36;2013;201301;ATLETISMO;MORALES;OYARCE;ROY FRANCISCO;I;V;600;PERU;LIMA;LIMA;JESUS MARIA;150113;20241213
20241130;37;2013;201301;ATLETISMO;NIETO;PORTALES;JAVIER EDUARDO;I;IV;800;PERU;TACNA;TACNA;TACNA;230101;20241213
20241130;38;2013;201301;ATLETISMO;NINAHUAMAN;UMIYAURI;YONY;I;III;1000;PERU;CUSCO;ESPINAR;ESPINAR;80801;20241213
20241130;39;2013;201301;ATLETISMO;ORELLANA;PORRAS;YERSON YUHUAN;I;IV;800;PERU;JUNIN;HUANCAYO;SAPALLANGA;120133;20241213
20241130;40;2013;201301;ATLETISMO;RAMOS;MARRUFFO;MARIA VICTORIA DE FATIMA;I;IV;800;PERU;ICA;ICA;ICA;110101;20241213
20241130;41;2013;201301;ATLETISMO;REYES;HERRADAS;MIRIAN ISABEL;I;IV;800;PERU;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;20241213
20241130;42;2013;201301;ATLETISMO;ROJAS;RAMOS;JOSE LUIS;I;IV;800;PERU;JUNIN;HUANCAYO;CHILCA;120107;20241213
20241130;43;2013;201301;ATLETISMO;ROMERO;GIBU;ALVARO;I;V;600;PERU;LIMA;LIMA;SAN BORJA;150130;20241213
20241130;44;2013;201301;ATLETISMO;ROMERO;MERCADO;HIRAM EMMANUEL;I;V;600;PERU;LIMA;LIMA;SAN LUIS;150134;20241213
20241130;45;2013;201301;ATLETISMO;SAAVEDRA;SEGOVIA;AILEEN STEPHANIE;I;V;600;PERU;LA LIBERTAD;TRUJILLO;MOCHE;130107;20241213
20241130;46;2013;201301;ATLETISMO;SARAVIA;LOPEZ;GABRIELA ANA;I;V;600;PERU;LIMA;LIMA;SAN BORJA;150130;20241213
20241130;47;2013;201301;ATLETISMO;SEGURA;SANCHEZ;SILVANA DANIELA;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;48;2013;201301;ATLETISMO;TORRES;CORDOVA;MAITTE DE LA FLOR;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;49;2013;201301;ATLETISMO;VASQUEZ;UNIVAZO;ANA MARIA FRIDA MARCELA;I;IV;800;PERU;LIMA;LIMA;LA MOLINA;150114;20241213
20241130;50;2013;201301;ATLETISMO;VILLAZANA;ALVAREZ;KARINA;I;IV;800;PERU;HUANCAVELICA;HUANCAVELICA;VILCA;90116;20241213
20241130;51;2013;201301;ATLETISMO;WESTREICHER;KELDIBEKOVA;JAN;I;V;600;PERU;LIMA;LIMA;CHORRILLOS;150108;20241213
20241130;52;2013;201301;ATLETISMO;YURIVILCA;CALDERON;PAOLO CESAR;I;IV;800;PERU;JUNIN;HUANCAYO;SAN AGUSTIN;120129;20241213
20241130;53;2013;201301;BÁDMINTON;BARRUETO;DEZA;BRUNO MAURICIO NICOLAS;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;54;2013;201301;BÁDMINTON;BELLIDO;GARCIA;THAINA DEL CARMEN;I;V;600;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;55;2013;201301;BÁDMINTON;CARRANZA;POOLEY;CHIARA SOFÍA;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;56;2013;201301;BÁDMINTON;CASTILLO;SALAZAR;INES LUCIA;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;57;2013;201301;BÁDMINTON;DAVILA;SALINAS;RAFAEL EDUARDO;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;58;2013;201301;BÁDMINTON;DEL VALLE;SALINAS;MARTIN ALONSO;I;V;600;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;59;2013;201301;BÁDMINTON;DUANY;CONROY;GONZALO;I;IV;800;PERU;LIMA;LIMA;SAN ISIDRO;150131;20241213
20241130;60;2013;201301;BÁDMINTON;DUANY;CONROY;LORENA;I;IV;800;PERU;LIMA;LIMA;SAN ISIDRO;150131;20241213
20241130;61;2013;201301;BÁDMINTON;GUEVARA;LLATAS;JOSE EINER;I;IV;800;PERU;CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;20241213
20241130;62;2013;201301;BÁDMINTON;LA TORRE;REGAL;PAULA LUCIA;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;63;2013;201301;BÁDMINTON;MACIAS;BRANDES;SEBASTIAN;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;64;2013;201301;BÁDMINTON;MINI;CUADROS;DIEGO ALONSO;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;65;2013;201301;BÁDMINTON;NISHIMURA;HIGA;DANICA;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;66;2013;201301;BÁDMINTON;RIVERO;LUNA;MICAELA;I;IV;800;PERU;LIMA;LIMA;SANTIAGO DE SURCO;150140;20241213
20241130;67;2013;201301;BÁDMINTON;ZAPATA;HERMOSA;DANIELA SOFIA;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;68;2013;201301;BILLAR;LOPEZ;ROMAN;JHON;I;IV;800;PERU;LIMA;LIMA;COMAS;150110;20241213
20241130;69;2013;201301;BILLAR;TEVEZ;OCAMPO;CRISTOPHER JAIME;I;II;1200;PERU;LIMA;LIMA;SAN JUAN DE MIRAFLORES;150133;20241213
20241130;70;2013;201301;BOCHAS;LEON;NOGUEIRA;JAVIER MARTIN;I;III;1000;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;71;2013;201301;BOCHAS;SALETTI;CORDANO;SANDRO;I;V;600;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;72;2013;201301;BOCHAS;VILLAR;ERAZO;CARLOS ANDERSON;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;73;2013;201301;BOCHAS;VINAZZA;GUTIERREZ;CARLOS ALBERTO;I;III;1000;PERU;LIMA;LIMA;LA VICTORIA;150115;20241213
20241130;74;2013;201301;BOXEO;BARRIENTOS;LOPEZ;STEFANI;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;75;2013;201301;BOXEO;BARRIOS;ASMAD;VICTOR GABRIEL;I;V;600;PERU;LIMA;LIMA;JESUS MARIA;150113;20241213
20241130;76;2013;201301;BOXEO;BRAVO;CONCA;JESUS MARTIN;I;V;600;PERU;LA LIBERTAD;PACASMAYO;PACASMAYO;130704;20241213
20241130;77;2013;201301;BOXEO;HUALINGA;RIVERA;ENOC;I;IV;800;PERU;LORETO;MAYNAS;BELEN;160112;20241213
20241130;78;2013;201301;BOXEO;LUCAR;JAIMES;JOSE MARIA;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;79;2013;201301;BOXEO;MUÑOZ;MUNAYCO;LUIS FERNANDO;I;V;600;PERU;ICA;ICA;ICA;110101;20241213
20241130;80;2013;201301;BOXEO;TOLENTINO;LOZANO;EVELYN ANDREA;I;V;600;PERU;LA LIBERTAD;CHEPEN;CHEPEN;130401;20241213
20241130;81;2013;201301;BOXEO;VALDIVIA;BRAVO;LUCY ROSARIO;I;V;600;PERU;LIMA;LIMA;COMAS;150110;20241213
20241130;82;2013;201301;CICLISMO;ALFARO;PERALTA;CARLOS SEBASTIAN;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;83;2013;201301;CICLISMO;CUNTO;GONZALES;JHON;I;IV;800;PERU;AYACUCHO;HUANTA;HUANTA;50401;20241213
20241130;84;2013;201301;CICLISMO;DIAZ;ALVAREZ;RODRIGO ALFONSO;I;IV;800;PERU;AREQUIPA;AREQUIPA;AREQUIPA;40101;20241213
20241130;85;2013;201301;CICLISMO;LIMAYLLA;ZEVALLOS;ALEXEY ANDY;I;V;600;PERU;JUNIN;JAUJA;JAUJA;120401;20241213
20241130;86;2013;201301;CICLISMO;NAVARRO;CALLE;ROYNER GROVER;I;V;600;PERU;AYACUCHO;LA MAR;AYNA;50503;20241213
20241130;87;2013;201301;CICLISMO;ORDOÑEZ;QUISPEALAYA;URBANO;I;V;600;PERU;JUNIN;CHUPACA;SAN JUAN DE JARPA;120907;20241213
20241130;88;2013;201301;CICLISMO;PAZ;CALMET;ALEJANDRO;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;89;2013;201301;CICLISMO;QUISPE;COLQUE;ALAIN ROSSBELL;I;V;600;PERU;TACNA;TACNA;TACNA;230101;20241213
20241130;90;2013;201301;CICLISMO;TAPIA;LANDA;RENATO JOSE;I;IV;800;PERU;CUSCO;CUSCO;WANCHAQ;80108;20241213
20241130;91;2013;201301;ESGRIMA;BENAVENTE;MONTOYA;CARLOS EDUARDO;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;92;2013;201301;ESGRIMA;BULLARD;ELIAS;INES;I;V;600;PERU;LIMA;LIMA;SAN ISIDRO;150131;20241213
20241130;93;2013;201301;ESGRIMA;CANCHEZ;SIFUENTES;FEDERICO FERNANDO;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;94;2013;201301;ESGRIMA;CASTAÑEDA;SOLANO;CHRISTOPHER EFRAIN;I;V;600;PERU;LIMA;LIMA;LA VICTORIA;150115;20241213
20241130;95;2013;201301;ESGRIMA;DOIG;CALDERON;MARIA LUISA;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;96;2013;201301;ESGRIMA;GARCIA;BIEL;EDUARDO;I;V;600;PERU;LIMA;LIMA;CHORRILLOS;150108;20241213
20241130;97;2013;201301;ESGRIMA;GATJENS;CORNEJO;INGRID;I;V;600;PERU;LIMA;LIMA;SAN ISIDRO;150131;20241213
20241130;98;2013;201301;ESGRIMA;LANDAVERE;MANRIQUE;ALEX DAVID;I;IV;800;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;99;2013;201301;ESGRIMA;VELARDE;ROMERO;DAVID IGNACIO;I;V;600;PERU;LIMA;LIMA;LINCE;150116;20241213
20241130;100;2013;201301;ESGRIMA;VILLALOBOS;CHOCANO;ANDRES GUSTAVO;I;IV;800;PERU;LIMA;LIMA;SANTIAGO DE SURCO;150140;20241213
20241130;101;2013;201301;ESGRIMA;ZEVALLOS;MORALES;LAURA MARIA;I;V;600;ESTADOS UNIDOS;;;;0;20241213
20241130;102;2013;201301;ESQUÍ ACUÁTICO;DE OSMA;BEDOYA;MARIA ALEJANDRA;I;V;600;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;103;2013;201301;FISICOCULTURISMO;BALDEON;CABALLERO;JESSICA BERTHA;I;III;1000;PERU;LIMA;LIMA;SAN ISIDRO;150131;20241213
20241130;104;2013;201301;FISICOCULTURISMO;DE LA CRUZ;MIRANDA;JAVIER MARTIN;I;III;1000;PERU;ANCASH;SANTA;CHIMBOTE;21801;20241213
20241130;105;2013;201301;FISICOCULTURISMO;TACZA;ZAPATA;SANDRA MELVA;I;III;1000;PERU;LIMA;LIMA;CHORRILLOS;150108;20241213
20241130;106;2013;201301;GIMNASIA;BERRIOS;CRUZ;MARIO PAULO;I;III;1000;PERU;LIMA;LIMA;MAGDALENA DEL MAR;150120;20241213
20241130;107;2013;201301;GIMNASIA;FIGUEROA;PIO;JIMMY JORDAN;I;V;600;PERU;HUANUCO;HUANUCO;AMARILIS;100102;20241213
20241130;108;2013;201301;GIMNASIA;LEON PRADO;MUÑOZ;ARIAN;I;V;600;PERU;LIMA;LIMA;SAN BORJA;150130;20241213
20241130;109;2013;201301;GIMNASIA;PROTTO;DE AZAMBUJA;VALERIA;I;V;600;PERU;LIMA;LIMA;SANTIAGO DE SURCO;150140;20241213
20241130;110;2013;201301;GIMNASIA;QUILLA;RIVERA;JOSE CARLOS;I;III;1000;PERU;AREQUIPA;AREQUIPA;MIRAFLORES;40110;20241213
20241130;111;2013;201301;GIMNASIA;VINDROLA;MUÑOZ;GIULIANA FRANCESCA;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;112;2013;201301;GOLF;CLAUX;SANGUINETI;RAFAEL JOSE;I;III;1000;PERU;LIMA;LIMA;SAN ISIDRO;150131;20241213
20241130;113;2013;201301;GOLF;MCGOWEN;LA TORRE;EITHEL PATRICK;I;III;1000;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;114;2013;201301;JUDO;ALVARADO;ALEGRIA;FRANK NOLBERTO;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;115;2013;201301;JUDO;ANGELES;SOTELO;LUIS EDUARDO;I;V;600;PERU;LIMA;LIMA;LA VICTORIA;150115;20241213
20241130;116;2013;201301;JUDO;ARROYO;OSORIO;JOSE LUIS;I;V;600;PERU;ANCASH;SANTA;NUEVO CHIMBOTE;21809;20241213
20241130;117;2013;201301;JUDO;BELLOTA;MEJIA;MAYTE ROXANA;I;IV;800;PERU;LIMA;LIMA;SAN MARTIN DE PORRES;150135;20241213
20241130;118;2013;201301;JUDO;GAMARRA;CARBAJAL;THALIA BRILLITH;I;V;600;PERU;AYACUCHO;HUAMANGA;JESUS NAZARENO;50115;20241213
20241130;119;2013;201301;JUDO;GUTIERREZ;SALAS;JHONATAN JESUS;I;IV;800;PERU;LIMA;LIMA;SAN JUAN DE LURIGANCHO;150132;20241213
20241130;120;2013;201301;JUDO;HUAMAN;JIMENEZ;LESLY ANGELA;I;III;1000;PERU;LAMBAYEQUE;CHICLAYO;CHICLAYO;140101;20241213
20241130;121;2013;201301;JUDO;SANTOS;VASQUEZ;JOSHUA;I;V;600;PERU;LIMA;LIMA;SAN BORJA;150130;20241213
20241130;122;2013;201301;KARATE;ALFARO;MILLA DE LEON;NICOLAS;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;123;2013;201301;KARATE;ALMARZA;CERPA;ROSA ANDREA;I;III;1000;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;124;2013;201301;KARATE;ATUNCA;BERAUN;ROBERTO ALONSO;I;IV;800;PERU;LIMA;LIMA;JESUS MARIA;150113;20241213
20241130;125;2013;201301;KARATE;AVILA;ZEVALLOS;ANDHI ANDRE;I;IV;800;PERU;LIMA;HUAURA;HUACHO;150801;20241213
20241130;126;2013;201301;KARATE;BONILLA;GARCIA;BRANDON RAMON;I;V;600;PERU;LAMBAYEQUE;CHICLAYO;CHICLAYO;140101;20241213
20241130;127;2013;201301;KARATE;CARY;TRUJILLO;BRIGITTE ALISON BRENDA;I;III;1000;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;128;2013;201301;KARATE;CCAPA;ALARCON;KEN DAYMASSO;I;IV;800;PERU;LIMA;LIMA;SAN JUAN DE LURIGANCHO;150132;20241213
20241130;129;2013;201301;KARATE;CCAPA;ALARCON;XENNA KAROLINE;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;130;2013;201301;KARATE;CHAVEZ;LOPEZ;VALERIA ESTHER;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;131;2013;201301;KARATE;CHUNG;QUISPE;ANTONIO ALEXANDRO;I;IV;800;PERU;LIMA;LIMA;SAN MARTIN DE PORRES;150135;20241213
20241130;132;2013;201301;KARATE;DALMAU;AMEZAGA;AUGUSTO;I;IV;800;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;133;2013;201301;KARATE;DEL CASTILLO;DELGADO;OLIVER JESUS;I;II;1200;PERU;LIMA;LIMA;JESUS MARIA;150113;20241213
20241130;134;2013;201301;KARATE;DUEÑAS;FLORES;GREASY JANIRE;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;135;2013;201301;KARATE;FLORES;AQUINO;GREYCY GABRIELA;I;IV;800;PERU;CALLAO;CALLAO;CALLAO;70101;20241213
20241130;136;2013;201301;KARATE;HINOSTROZA;RISCO;DANNA MILENA;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;137;2013;201301;KARATE;HURTADO;HUAPAYA;KLAUS GARY;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;138;2013;201301;KARATE;LAM;MARTINEZ;CARLOS ALFREDO;I;IV;800;PERU;LIMA;LIMA;JESUS MARIA;150113;20241213
20241130;139;2013;201301;KARATE;LAZO;GARCIA;DENNIS ALEXANDER;I;III;1000;PERU;LIMA;LIMA;JESUS MARIA;150113;20241213
20241130;140;2013;201301;KARATE;LIZANO;URRIBARRI;ROSALI CAROLINA;I;IV;800;VENEZUELA;;;;0;20241213
20241130;141;2013;201301;KARATE;LOPEZ;BRENNER;DANIELA FERNANDA;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;142;2013;201301;KARATE;MENDOZA;GANOZA;CARLOS EDUARDO;I;IV;800;PERU;LIMA;LIMA;LA MOLINA;150114;20241213
20241130;143;2013;201301;KARATE;RODRIGUEZ;ORBE;CORINA ELIZABETH;I;III;1000;PERU;LORETO;MAYNAS;IQUITOS;160101;20241213
20241130;144;2013;201301;KARATE;RODRIGUEZ;RAMOS;CESAR GUILLERMO;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;145;2013;201301;KARATE;ROMANI;CACERES;SOL MARIA;I;IV;800;PERU;LIMA;LIMA;SAN JUAN DE MIRAFLORES;150133;20241213
20241130;146;2013;201301;KARATE;SALCEDO;HERMOZA;SAIDA KARLEN;I;II;1200;PERU;LIMA;LIMA;LA VICTORIA;150115;20241213
20241130;147;2013;201301;KARATE;SINCHI;HUARI;OSCAR MANUEL;I;III;1000;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;148;2013;201301;KARATE;SOLIER;GAMARRA;FRANK MARLON;I;V;600;PERU;CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;20241213
20241130;149;2013;201301;KARATE;TIRADO;SOTELO;ANDRES ALEJANDRO;I;V;600;PERU;ICA;ICA;ICA;110101;20241213
20241130;150;2013;201301;KARATE;UCEDA;COTRINA;NELLA ALMENDRA;I;III;1000;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;151;2013;201301;KARATE;UEDA;RODRIGUEZ;ROBERTO KENJI;I;V;600;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;152;2013;201301;KARATE;VALDIVIESO;JHONG;JOSÉ MAURICIO;I;IV;800;PERU;ICA;ICA;ICA;110101;20241213
20241130;153;2013;201301;KARATE;VELAZCO;PUYO;JUAN LUIS;I;IV;800;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;154;2013;201301;KARATE;VILLEGAS;REYES;CARMEN TERESA;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;155;2013;201301;KARATE;VINDROLA;PORTUGAL;ITALO FABRIZIO;I;IV;800;PERU;LIMA;LIMA;SAN BORJA;150130;20241213
20241130;156;2013;201301;KARATE;ZANELLI;ROBLES;GINO PAOLO;I;IV;800;PERU;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;20241213
20241130;157;2013;201301;KICK BOXING;CAMPUSANO;CAMPUSANO;RAUL;I;V;600;PERU;LIMA;LIMA;LOS OLIVOS;150117;20241213
20241130;158;2013;201301;KICK BOXING;GUZMAN;DE ZELA;LUIS ALBERTO;I;III;1000;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;159;2013;201301;KICK BOXING;SESOKO;ALVA;CESAR AUGUSTO;I;II;1200;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;160;2013;201301;KUNG FU;ALIAGA;MACHUCA;SEGUNDO DANIEL;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;161;2013;201301;KUNG FU;BUSTAMANTE;ROQUE;FRANCISCO RUBEN;I;III;1000;PERU;LIMA;LIMA;PUEBLO LIBRE;150121;20241213
20241130;162;2013;201301;KUNG FU;CERRON;QUINTANILLA;GABRIELA ISABEL;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
20241130;163;2013;201301;KUNG FU;CERRON;QUINTANILLA;MARCO ANTONIO;I;III;1000;PERU;LIMA;LIMA;EL AGUSTINO;150111;20241213
20241130;164;2013;201301;KUNG FU;FLORES;RUIZ;YURI;I;II;1200;PERU;AYACUCHO;HUANTA;HUANTA;50401;20241213
20241130;165;2013;201301;KUNG FU;HERRERAS;MONTALVO;BRANDON ROMULO;I;III;1000;PERU;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;150143;20241213
20241130;166;2013;201301;KUNG FU;HUERTO;JAUREGUI;DIEGO ARTURO;I;III;1000;PERU;LIMA;LIMA;LA VICTORIA;150115;20241213
20241130;167;2013;201301;KUNG FU;TINOCO;PAJORI;JHON FELIX;I;III;1000;PERU;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;150143;20241213
20241130;168;2013;201301;KUNG FU;VELASQUEZ;BALTA;RICARDO ANDRE;I;IV;800;PERU;LIMA;LIMA;MIRAFLORES;150122;20241213
20241130;169;2013;201301;LEVANTAMIENTO DE PESAS;AQUINO;GOMEZ;ROBINSON;I;IV;800;PERU;AMAZONAS;CHACHAPOYAS;HUANCAS;10108;20241213
20241130;170;2013;201301;LEVANTAMIENTO DE PESAS;BERRU;MONDRAGON;DANITZA DISNEY;I;IV;800;PERU;PIURA;PIURA;PIURA;200101;20241213
20241130;171;2013;201301;LEVANTAMIENTO DE PESAS;CORDOVA;FARIAS;ERICK ALEXANDER;I;V;600;PERU;TUMBES;TUMBES;TUMBES;240101;20241213
20241130;172;2013;201301;LEVANTAMIENTO DE PESAS;CURI;HUARCA;CINDY LISBETH;I;IV;800;PERU;LIMA;LIMA;LIMA;150101;20241213
